tester_idx,project_idx,label,match_prob
1427,102,0,0.5463199941924846
1017,265,0,0.025282523400938773
1811,417,0,0.03334749354447787
227,379,0,0.0444528151631874
300,656,0,0.048817771704597245
1204,32,0,0.06524622421537818
551,338,0,0.01757229112912622
945,564,0,0.023480372178966164
911,559,1,0.04611157434684973
1810,621,0,0.016853134454294896
334,792,0,0.06415238524359299
1097,509,0,0.5623349825157149
1502,460,0,0.029955983067854748
353,913,0,0.012197335963922591
1024,486,0,0.02332018771079237
758,878,0,0.05073327849454023
435,661,0,0.021784208565397634
1115,531,0,0.022603161372698286
132,85,0,0.04484584813929226
1545,506,0,0.023278056754843842
1453,306,0,0.027431595987262462
1898,614,0,0.0566612811003577
615,556,0,0.03558505454262265
739,18,1,0.4527789578454169
1445,244,1,0.05644330745357641
1586,428,1,0.0363448049867948
1284,633,0,0.040874467380134984
553,707,0,0.047267855495303816
320,414,0,0.012244687394244787
1953,374,1,0.59397466830624
1033,904,0,0.01663427131953011
35,167,0,0.013611242445634244
1118,849,0,0.016005439109628473
1918,447,0,0.220404716051079
60,996,0,0.03879234446455036
34,699,0,0.04488373913969502
620,14,0,0.05814474243096232
1642,805,0,0.04527921632493031
172,889,0,0.03541574918617556
423,914,0,0.02049795873164023
66,570,0,0.04882655784183471
1184,379,0,0.019184346533688938
646,100,0,0.04079317714132519
1424,7,0,0.05293435195256161
1035,342,1,0.3102515095076089
755,732,0,0.5234948123457778
1646,145,0,0.03693521446646659
1940,635,0,0.05868054424544019
800,496,0,0.025465733745025178
800,833,0,0.022059258653227623
101,353,0,0.03304523200983186
1854,655,1,0.452469149758527
1843,946,0,0.030263675280369058
35,862,0,0.05723359552734632
1027,549,0,0.0559800713792336
1575,185,0,0.019135675563491203
1989,823,0,0.5887712641610737
1222,689,0,0.02877327421195313
1348,253,0,0.0680059706734457
646,607,0,0.014282759856455225
1671,261,0,0.051343082256075
1392,829,0,0.04733484682503067
1234,59,0,0.041482957742444905
836,18,0,0.31142915507250435
1620,832,0,0.05761308899450203
1814,587,1,0.49220773906475135
686,294,0,0.033346947692807605
605,345,0,0.07175049885271127
877,569,1,0.48934594071171833
1542,738,0,0.019540300631022994
977,780,0,0.027439056359273226
1141,750,0,0.03479969505324536
890,343,0,0.3197959226422138
90,51,0,0.04932807749664368
513,806,0,0.015643590226715406
1343,603,0,0.04138324091853927
1934,825,1,0.043286054337084254
1902,105,0,0.018359892491319682
1639,371,0,0.05220901497614846
631,12,0,0.04141369850785408
204,997,0,0.043772371802128465
1355,600,0,0.42378994783411794
953,424,0,0.042092923213010384
143,532,0,0.03874585571833232
1974,56,0,0.022241121195061636
223,212,1,0.4417627824530013
1007,69,0,0.02496975361614446
826,251,0,0.03383396660258296
1053,177,0,0.017330711723645722
1813,292,0,0.03821450433530369
1745,260,0,0.038450859973794535
668,225,0,0.013150082814578414
411,262,0,0.05956690966339433
789,406,0,0.013838422879690301
1184,492,0,0.03101203746423893
1768,532,0,0.014890976003621211
738,167,0,0.026094734295052317
770,727,1,0.6673143451393337
182,369,1,0.4750395336239813
232,790,0,0.038818432177047585
267,785,0,0.0439924646776012
1320,195,1,0.5877898829298349
500,572,0,0.02340141799389533
1914,630,0,0.012527347270018748
714,403,0,0.05957055876567122
995,330,0,0.05266040186096699
1433,953,0,0.48444842511415537
390,413,0,0.040854900802841695
1984,312,0,0.03326147764195894
45,671,0,0.02143656346480079
591,553,0,0.0194488204769104
1145,702,0,0.014046802384800884
707,310,0,0.044433098915429535
61,240,0,0.01609313055913669
1556,903,0,0.05458411045092826
1444,206,0,0.02396246452142365
417,806,0,0.4023578836067826
1434,393,1,0.44913291957785734
1095,703,0,0.05503314073539185
1221,614,0,0.026813480953204134
1355,894,0,0.054824866488068155
1183,771,0,0.014904096309622613
943,101,0,0.3897539976656411
1216,690,0,0.011649732017553873
1588,434,0,0.07839116885683141
186,99,0,0.038339679291966466
1859,544,0,0.0413044595632134
1086,692,0,0.013541209187332334
249,910,1,0.3804458466485712
789,658,0,0.05054197369402994
1174,684,0,0.058446365262824665
236,165,0,0.011595503267978532
474,924,0,0.0572765543089234
1687,782,1,0.04981135392736577
181,949,0,0.019118651101920077
1601,397,0,0.026162474790218097
191,426,0,0.030812729190742176
1100,971,0,0.3339123075911574
1711,982,0,0.05057789179582723
1733,728,1,0.05192820741129896
1804,885,0,0.6003701386638308
549,648,0,0.02093620500142561
1036,298,0,0.043741367860794696
84,651,0,0.2863704066595394
699,379,0,0.011987230244243065
771,935,0,0.013627284547324765
1001,819,0,0.038572062769663726
842,332,1,0.8317256128142688
1621,976,0,0.011138053006523681
1899,353,0,0.05304523401492245
158,746,0,0.027118922070507166
776,687,0,0.04476958588394603
1297,317,0,0.041977647017396404
124,407,0,0.05437106783896888
149,128,0,0.05880426860193833
1844,942,0,0.01735818828347085
1091,667,0,0.031826549068591815
1192,881,0,0.04906447425682894
992,278,0,0.339545133887013
425,2,0,0.047943836699297596
1003,480,0,0.032056870604059255
230,835,0,0.02076682420732113
234,770,0,0.036034629170162105
963,535,0,0.047490694839310496
38,384,0,0.04878964898763987
1176,349,0,0.010206757042217783
1978,505,0,0.019633252173384533
972,100,0,0.029990911855909103
1913,181,0,0.03398482854626657
704,899,0,0.04006765958561141
1822,320,0,0.012443128364656254
140,876,0,0.028701747277556804
434,599,1,0.565411894634944
1401,190,0,0.015053526516476392
1789,238,0,0.030789725437144783
1806,549,0,0.02979480585082394
225,920,0,0.038185005270187436
973,258,0,0.03814986170591928
1304,403,0,0.010782272084496858
295,588,0,0.04755321383528851
294,261,0,0.05834637716047092
1924,699,0,0.02208826917868445
841,508,1,0.4435179617395575
130,712,0,0.020432788504367146
517,838,0,0.5443415858624868
697,584,0,0.03272793136635204
945,729,0,0.05130701026456945
1854,565,0,0.0518268777649191
1661,974,0,0.048323079024415676
1134,696,0,0.030315943470116014
717,763,0,0.02997670064266062
1297,648,0,0.058189970288839765
1502,859,0,0.03634730669777865
1878,642,0,0.06779527292915186
4,363,0,0.01677943715535901
1437,282,0,0.019927365132929677
1636,696,0,0.05170978746306198
239,22,0,0.04629180027890874
430,594,0,0.049300272708689676
714,863,0,0.3874707445068546
1697,673,0,0.01615045860589825
37,436,1,0.33847630047313054
344,762,0,0.24240673924228287
1885,48,0,0.07516525565470256
1798,675,0,0.015349804193426672
1145,324,0,0.045492758392342146
1640,987,0,0.013738498637506487
1206,53,0,0.041670635283972954
878,183,0,0.03523848121298627
4,117,0,0.0260179460119671
1988,991,0,0.05312839973362626
1643,129,0,0.041007081472723375
1378,936,0,0.06114515579944698
1317,740,0,0.03704473168305118
97,313,0,0.027595050239939654
626,225,0,0.029622343495941526
982,872,0,0.0440767117686409
23,591,1,0.0515118806526051
1883,224,0,0.03855778572144308
1546,410,1,0.39397590752908945
1460,737,0,0.010695577466622754
1115,311,0,0.015436969058642731
745,249,0,0.012058345755910357
1224,358,1,0.04382944489736655
416,152,0,0.5930155042389313
489,302,1,0.017774575898980932
556,107,0,0.045081270893377545
1528,914,0,0.05996247393644715
1278,789,0,0.06607287835045815
377,898,0,0.021653935786173646
1905,687,0,0.01878424201695455
228,272,0,0.05098690648190942
1410,194,0,0.020783373671227304
577,432,1,0.5246426346882356
971,99,1,0.054527580288587896
527,74,0,0.3925205657780747
1820,10,0,0.013447828243654165
1295,782,0,0.042564615861797675
1953,579,0,0.05172258018303237
1797,32,0,0.051276772988818435
347,335,0,0.05034553584376819
1339,557,0,0.020318500551448855
715,929,1,0.7359606215324024
578,498,0,0.045920887107288505
168,253,0,0.04176724751452717
93,219,0,0.016385846132310818
1402,958,0,0.04402155504795319
461,158,0,0.029580813498404905
591,150,0,0.015193991026843757
1131,202,0,0.019493985999830363
911,270,0,0.0434373401860775
1874,133,0,0.04293755767051625
800,670,1,0.4918291270844288
1768,370,0,0.018473825436004267
679,273,0,0.058908852498061895
281,13,0,0.010312032939792227
1376,678,1,0.049968519573102714
1303,627,0,0.4079087587685694
252,332,0,0.042314739951466535
619,365,0,0.027735068069165356
853,460,0,0.2943662800862984
120,40,0,0.02262993685569148
257,81,0,0.24867890575437063
1911,189,0,0.03935452077123928
914,859,0,0.056114710435957726
1326,735,0,0.04124828735654419
527,239,0,0.042890591938126575
393,404,0,0.057736255515949825
154,530,0,0.03424559763295902
1755,968,0,0.5737789846078527
1880,754,0,0.017561142667969876
1467,520,0,0.04181258894884348
1980,499,0,0.03325553710131837
391,262,0,0.011968495901403827
463,420,0,0.021634117940419903
683,945,0,0.6156846544153245
1367,102,0,0.04359470653179733
268,236,0,0.03369997737027718
362,982,0,0.04211603476574903
27,739,0,0.037765754908882655
1705,115,0,0.4172790834678984
1165,485,1,0.059721280597166596
613,785,0,0.05027525996864063
1062,381,0,0.015633297361195578
134,481,1,0.37293615779709827
1504,353,1,0.2832574057528952
531,493,0,0.052234225154104856
1735,289,0,0.4531320695581859
1540,735,0,0.05750762815613848
0,583,0,0.05055423944202491
266,799,1,0.35802359117852667
186,485,0,0.05856508474059881
539,171,0,0.45295858005075307
1073,639,0,0.06874693259829096
1048,773,0,0.013274768345291961
1907,677,0,0.5533052485733867
217,953,0,0.43113926854368917
57,228,0,0.033560524170046326
1755,310,0,0.058177179361316625
1920,958,0,0.046588229825760406
310,225,0,0.014079030069082905
1441,156,0,0.02645973735918415
1940,891,0,0.027254978500637225
1768,238,0,0.04427533466024967
1217,628,0,0.05480886919839047
1596,811,0,0.031835664328415926
1183,661,0,0.41060510021560026
143,27,0,0.01555375838252865
1025,229,0,0.017710786829377455
1145,695,0,0.013990199318913345
1629,991,0,0.02904256645965992
52,420,0,0.029041505531902205
1003,458,0,0.02871369158815664
1271,558,0,0.0180000303814625
582,495,0,0.02728174550738851
473,712,0,0.05575672327766763
151,495,0,0.05362062017194443
1290,292,0,0.024118590530869052
1020,849,0,0.04473417079800161
1537,87,0,0.05878589724430476
1986,326,0,0.04580053888333486
1068,416,0,0.03813822866102764
1642,503,0,0.021379069623328306
493,492,0,0.043221349016927195
1127,203,0,0.03710313727763264
87,659,0,0.07160581839802362
1152,678,0,0.4485400002020207
241,546,0,0.03780085708022979
1220,943,1,0.5517505570802663
1894,13,0,0.03215718473018016
1894,908,0,0.017640332152589786
154,806,0,0.019125448947621776
893,453,1,0.30918163035141094
1299,658,0,0.037017092441627854
1149,35,0,0.03887901998265528
211,639,0,0.01384838019157711
1778,202,0,0.05744377786033026
776,793,0,0.04218619957558394
216,284,0,0.44588292817908937
1291,204,0,0.03336999185159324
1462,480,0,0.03944292180396514
1511,129,0,0.032416687549491535
102,736,0,0.026523692455004265
117,809,0,0.05748885374861444
189,74,0,0.046751503258451926
717,635,0,0.5049116314743668
546,369,0,0.2700462010891332
329,233,0,0.02982319848456748
1112,460,1,0.4894505739749491
1448,12,0,0.030078169787696216
973,362,0,0.01731784646921582
160,811,1,0.5257582035565231
1028,437,1,0.42377569161844353
1117,355,0,0.033286155392686145
867,285,0,0.030256191674546483
606,742,0,0.057940562097541747
1417,884,0,0.020374035000222793
1434,260,0,0.05072229946187709
1474,157,0,0.042525984729878584
833,655,0,0.019656749875152382
1355,639,0,0.5118327505587896
219,676,0,0.04992580016394726
955,512,0,0.515535539365367
1810,49,0,0.011127409914798849
1899,5,0,0.018483256714222747
1922,255,0,0.030040499110174416
308,443,0,0.6681464612263385
1166,998,0,0.037987259241984206
584,9,0,0.3565288081048798
649,876,0,0.039266030502430514
1981,855,0,0.04272184161113743
1921,515,0,0.042053101162077694
1274,54,1,0.6781637810515113
577,919,0,0.04920074600103897
208,629,1,0.5623909933902411
597,438,0,0.016862064846518532
653,577,0,0.05348324926653655
774,559,0,0.020372740693957635
760,752,0,0.053527780621449576
1868,605,0,0.04419324278605799
528,682,0,0.02883545871701286
964,822,1,0.07736495471670048
1495,203,0,0.040887745515507834
770,845,0,0.0459851652595061
561,804,0,0.04640209689487282
633,463,0,0.028480080489695823
120,940,0,0.015868904796908778
1826,17,0,0.04217246547843719
1227,710,0,0.0418267248267886
914,930,0,0.033814093022815336
1016,565,0,0.036926862605976406
1747,56,0,0.5394808964670599
380,153,0,0.02499490395753874
1204,465,0,0.03513638541417559
85,914,0,0.017883325965444744
351,716,0,0.020513725028226914
1486,594,0,0.05646994670221982
1734,811,0,0.04128481401108932
948,660,0,0.018540045502029475
904,752,0,0.43083147684793516
1152,852,1,0.38795558452693263
1910,936,0,0.06187339473080799
337,243,0,0.036820503492527135
356,533,0,0.03475142630357575
1919,607,0,0.0270850389010786
1575,763,0,0.025577463453857474
1081,482,0,0.02569914527413348
269,149,1,0.5384382650818741
1086,51,0,0.5208582965917936
438,168,0,0.030325839921676576
1727,405,0,0.05287788113923018
1461,551,0,0.04598712087885712
1835,555,0,0.05172750948163463
993,361,0,0.03933126737834339
316,478,0,0.05324615188569003
977,153,0,0.36767933932288777
862,935,0,0.026118947510995964
1488,644,0,0.06439164581141346
1181,153,0,0.04418592422698927
1566,519,0,0.01256785665365763
864,150,0,0.0592368291076978
1318,692,0,0.03130957707743088
890,261,0,0.04585208249058707
1899,750,0,0.01684055910340105
1274,343,0,0.05573450389860948
1386,536,0,0.012403231326617222
1551,934,0,0.05751413685751845
744,962,0,0.021971677198604846
767,844,0,0.4862797988598804
773,377,0,0.04351568849979797
184,184,0,0.034157243045782736
16,421,0,0.02677101424652395
1560,954,0,0.05532689157970364
1963,687,0,0.015647680812166647
775,669,0,0.056907283444975074
1888,345,0,0.053401299320407804
1342,187,0,0.03514598004989454
1374,960,1,0.011802874459669628
1759,277,0,0.07033735422300971
1857,389,0,0.49020709750917707
1188,478,0,0.4528623506857862
440,369,0,0.044318655442195015
1669,336,0,0.039097389087227735
1833,595,0,0.03601907464832563
508,630,0,0.5070193699858629
1244,448,0,0.018484443821888553
1449,538,1,0.33827071055504454
1914,627,0,0.027708256843428723
1586,175,0,0.01345651253544159
1697,898,0,0.03690751548609862
570,125,0,0.04664308490929268
534,528,0,0.049902010962084555
1945,68,0,0.05351431755097953
426,106,1,0.7553532295946478
526,498,0,0.04985527534005347
377,461,0,0.03150666316508511
183,947,0,0.06446872551122204
111,245,0,0.3600452081790398
779,586,0,0.0317259288968348
997,241,0,0.06902405605705669
1583,604,1,0.3859797190374089
1247,274,0,0.025423449549766025
808,357,0,0.011071708706749386
1118,168,0,0.04896261393265011
703,287,0,0.029779571733993468
1235,900,0,0.07488005240529522
1188,882,0,0.020115647673934756
1538,100,0,0.051281795659012586
426,171,0,0.0232884101224424
612,354,0,0.05259935695095916
286,506,0,0.03651088743104046
792,989,0,0.36247834627265757
1341,343,0,0.03150340011820589
732,244,0,0.042988418000931415
1764,622,0,0.03683406891584493
1131,258,0,0.354241845064722
24,809,0,0.013308250649221028
461,692,0,0.05783707100140418
189,363,0,0.027199072533329503
1266,107,0,0.041229127897248675
1972,304,0,0.05977252712322223
1698,568,0,0.02087515443873468
527,450,1,0.028638152815606492
1490,653,0,0.41761979175810926
444,625,0,0.03333884326089151
1609,540,0,0.04634729637014502
1406,143,0,0.014036558358352377
845,947,0,0.03158206823263151
1992,188,0,0.022632531025080806
1028,130,0,0.23995084254575838
687,723,0,0.05487321185031885
34,337,0,0.4655981759726539
508,854,1,0.45352001477824505
876,984,0,0.03453559684508868
217,137,1,0.4946992256325434
743,463,0,0.032199424007679625
1992,816,0,0.013666310273923784
442,262,0,0.025518950988269385
955,865,0,0.44514680472812435
1225,188,0,0.017864424332340617
1766,16,0,0.4451377087420295
617,10,0,0.0747080271270347
1404,876,0,0.011302192684407322
1542,968,0,0.057037614833712294
268,134,0,0.014191222455478304
1608,212,0,0.05407403403382875
491,343,1,0.41892038894718003
1296,138,1,0.04349537985058076
1025,881,0,0.060969688272866585
690,714,0,0.058820242858935105
1317,796,0,0.041417871632441816
1813,310,0,0.04124322493938314
979,509,0,0.5159804139686393
52,584,1,0.4334643248804918
1684,140,0,0.052095978518397694
943,4,0,0.027980399147066723
477,477,0,0.02037819297146415
655,779,0,0.05043470326166092
1755,658,0,0.025821783984020498
651,20,0,0.0231596966338403
1502,217,0,0.05422756844257248
1401,12,0,0.028017438943160375
1148,547,0,0.05785895621817153
1757,182,0,0.0730945812622837
850,993,0,0.053906566480736516
627,496,0,0.01282730236001023
72,900,0,0.5965133359838767
1363,332,0,0.03156327091154228
1851,554,0,0.017736070511446596
1262,509,0,0.01613480396100546
1885,957,0,0.02229036695719228
1243,356,0,0.031612698121861287
594,705,0,0.03486420632364511
61,572,0,0.40517772270359276
84,716,1,0.3513700031140828
870,298,0,0.4933026433182353
745,807,0,0.04536259997645644
1969,351,0,0.04217695208182977
1653,809,0,0.016995324249399577
1027,835,0,0.02535510400062595
136,857,0,0.027559873103699395
2,355,0,0.01827170248128648
1340,740,1,0.7230550012989506
764,122,0,0.043335631221526706
1421,349,0,0.019527522554944637
1482,624,0,0.05469961913931622
83,322,0,0.057166420572150364
40,366,0,0.053360610093634506
925,15,0,0.05621541952994526
1652,121,1,0.2885110513585142
907,367,0,0.017024679838830603
1113,936,0,0.057830971666900065
1400,691,0,0.0404809257959256
579,766,0,0.040433275030504895
1288,102,0,0.04388960997054756
1521,41,0,0.07256106749702868
468,520,0,0.016340251093130045
144,908,0,0.01851269153413402
1201,913,0,0.04173546015868921
12,212,0,0.022769942613877388
316,807,0,0.04951104321528033
1988,949,0,0.04770704264200272
1412,781,0,0.010006328301723164
111,521,0,0.3262417552081111
550,91,0,0.057320074810164406
1214,485,0,0.028188884836194354
554,116,0,0.027318948363393672
479,537,0,0.04847405870398396
673,515,0,0.028769554612264492
1459,447,1,0.7178924613909178
1013,141,0,0.03326185370820332
49,259,0,0.029360275039945913
391,592,0,0.02573797808194133
1557,490,0,0.02106627702018913
1560,142,0,0.05687939517312458
1048,458,0,0.05538249616262659
1750,478,0,0.012982999509407823
685,119,0,0.0548733547443209
252,346,0,0.4689152469097728
1520,301,0,0.07311446790105718
78,162,0,0.015910010508849798
1441,601,0,0.05094951607880129
1500,383,0,0.015014308954684976
1837,865,1,0.42830280066214393
23,885,0,0.45854806653812996
1920,605,0,0.042839755085656246
1050,209,0,0.04616100807734469
1531,818,0,0.05428977475368977
887,459,0,0.03031851558862047
1433,157,1,0.04390121628107076
1270,25,0,0.03753211464506116
1943,247,0,0.05447327902601096
826,418,0,0.027665929798583004
1520,446,0,0.03571123888670175
1589,632,0,0.04538159542215411
1181,271,0,0.022135283001233526
847,293,0,0.050779636984291186
1087,728,1,0.4411061952777343
857,902,0,0.02166388121380347
265,222,0,0.03016600116768918
1128,797,0,0.4996756981008763
142,875,0,0.3078730217277024
167,526,0,0.03848369496933544
611,897,0,0.02610892662159571
580,328,0,0.05213398563599438
530,708,0,0.022581241217765786
736,986,0,0.4373531540964971
1097,389,0,0.032383269988765756
635,882,0,0.024531261067353767
1598,100,0,0.041505506058811356
1973,900,0,0.029921850381837457
946,906,1,0.5643681696304308
954,548,0,0.04953071881779263
577,347,0,0.03936763227143001
1693,262,0,0.05843693223777372
816,369,0,0.010123676988793287
1503,781,0,0.04600312407434561
705,274,0,0.04455407462946119
877,801,0,0.039088905286961254
1335,428,0,0.059213222941744505
1201,345,0,0.42971252116732633
1044,126,0,0.0552093861334497
754,272,0,0.4103992685201304
